,id,laydate,year,weight,joeweight,length,breadth,volume,mage,fage,clutch,fertile,sire,srear,dam,drear,pair,minus,eggcount,double,doubletot,comments,eggsb,damsb,siresb,damF,sireF,relatedness
358,14CHUH1,3/4/2014,2014,294.8,291.26,108.72,68.92,261.82,25,24,1,Y,Shasta,Artificial,Chuhlna,Artificial,9,2013,1,N,4,,748,51,47,-0.0508,-0.0316,-0.0179
359,14LIKU1,3/7/2014,2014,NA,NA,NA,NA,NA,21,21,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,17,2013,1,N,5,,NA,96,83,-0.0591,0.0023,0.036
360,14TECU1,3/10/2014,2014,248.1,253.01,103.83,65.73,227.44,23,31,1,Y,Susil,Artificial,Tecuya,Artificial,9,2013,1,N,12,,752,30,67,0,-0.0316,0.0046
361,14SULK1,3/12/2014,2014,290.1,291.85,107.13,69.5,262.35,23,21,1,Y,O-Tum,Artificial,Sulkuw,Artificial,8,2013,1,N,2,,755,93,62,-0.0508,0.0549,-0.0077
362,14HAKU1,3/14/2014,2014,312.5,315.52,108.64,71.76,283.64,21,22,1,Y,Siwon,Artificial,Haku,Artificial,17,2013,1,N,1,,NA,77,85,0.0525,-0.0375,0.0704
363,14PIRU2,3/19/2014,2014,NA,NA,NA,NA,NA,24,30,2,Y,Tumusai,Artificial,Piru,Artificial,21,2013,1,N,6,,756,34,53,0,0.0161,-0.0339
364,14TOWA1,3/24/2014,2014,288.6,290.09,115.61,66.7,260.77,21,25,1,Y,Kuhu,Artificial,Towasinah,Artificial,8,2013,2,Y,7,,758,49,91,-0.0508,-0.0083,-0.0052
365,14TAKI2,3/26/2014,2014,287.9,284.18,111.38,67.26,255.46,31,18,2,Y,Cuyama,Parent,Takihin,Parent,11,2013,2,Y,3,,760,139,27,-0.03,0,0.0364
366,14LIKU2,4/4/2014,2014,270.1,277.76,103.23,69.07,249.69,21,21,2,Y,Wishtoyo,Artificial,Likuyi,Artificial,17,2013,1,N,5,,762,96,83,-0.0591,0.0023,0.036
367,14TECU2,4/9/2014,2014,235,232.82,102.18,63.56,209.29,23,31,2,Y,Susil,Artificial,Tecuya,Artificial,9,2013,1,N,12,,763,30,67,0,-0.0316,0.0046
368,14TENE1,4/21/2014,2014,NA,NA,NA,NA,NA,23,23,1,Y,Preghawish,Artificial,Teneiya,Artificial,13,2013,1,N,1,,764,70,61,-0.0226,0.0525,0.0202
370,15HOSI1,2/16/2015,2015,264.7,267.31,102.5,68,240.3,19,22,1,Y,Meymey,Artificial,Hosima,Parent,7,2014,1,N,4,,787,84,138,0.0023,-0.03,-0.0259
371,15KARE1,2/16/2015,2015,285.7,280.08,104.7,68.87,251.78,23,25,1,Y,Tapu,Parent,Kareya,Artificial,21,2014,1,N,1,,776,56,71,0.0525,-0.0316,0.05
369,15HONS1,2/16/2015,2015,274.1,284.65,103,70,255.88,25,25,1,N,Oneia,Artificial,Honsi,Artificial,9,2014,1,N,7,,NA,57,50,0.0549,-0.0508,-0.0077
372,15CHUH1,2/17/2015,2015,305.3,296.9,106.76,70.22,266.89,26,25,1,Y,Shasta,Artificial,Chuhlna,Artificial,10,2014,1,N,4,,780,51,47,-0.0508,-0.0316,-0.0179
373,15KSEN1,2/25/2015,2015,314.8,312.58,114.05,69.71,280.99,22,22,1,Y,Xopoy,Artificial,Ksen,Artificial,18,2014,1,N,3,,783,94,92,-0.0226,0.0161,-0.0364
374,15PIRU1,3/1/2015,2015,278.4,284.22,102.26,70.2,255.5,25,31,1,N,Tumusai,Artificial,Piru,Artificial,22,2014,2,Y,7,,NA,34,53,0,0.0161,-0.0339
375,15HUYA1,3/2/2015,2015,275.2,280.38,111.14,66.88,252.04,21,22,1,Y,Antop,Artificial,Huya,Artificial,9,2014,1,N,2,,785,88,99,0.0549,0.0525,0.1113
515,15LIKU1,3/4/2015,2015,NA,NA,NA,NA,NA,22,22,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,18,2014,2,Y,6,,NA,96,83,-0.0591,0.0023,0.036
376,15SIXU1,3/10/2015,2015,309.2,318.69,109,72,286.48,13,18,1,Y,Yulpok,Artificial,Sixut,Artificial,1,2014,1,N,1,,790,166,282,-0.0083,-0.0077,0.0346
377,15SULK1,3/12/2015,2015,308.4,307.07,106.5,71.5,276.04,24,22,1,Y,O-Tum,Artificial,Sulkuw,Artificial,9,2014,1,N,2,,795,93,62,-0.0508,0.0549,-0.0077
378,15TECU1,3/15/2015,2015,249,254.07,105,65.5,228.39,24,32,1,Y,Susil,Artificial,Tecuya,Artificial,10,2014,2,Y,13,,794,30,67,0,-0.0316,0.0046
516,15HOY1,3/19/2015,2015,NA,NA,NA,NA,NA,26,22,1,Y,Kaduku,Parent,Hoy,Artificial,14,2014,1,N,1,,NA,97,48,0.004,0.0525,0.0708
379,15TAKI1,4/3/2015,2015,288.4,292.42,115.5,67,262.87,21,19,1,Y,Inja,Artificial,Takihin,Parent,1,2014,2,Y,4,,801,139,104,-0.03,-0.0375,-0.0092
380,15KITS1,4/8/2015,2015,305.8,309.04,118.5,68,277.81,12,24,1,Y,George,Artificial,Kitsuk,Artificial,7,2014,1,N,1,,802,69,309,-0.0226,0.0046,-0.01
381,15TOWA1,4/25/2015,2015,273.9,290.95,124,64.5,261.55,22,26,1,Y,Kuhu,Artificial,Towasinah,Artificial,9,2014,1,N,7,,806,49,91,-0.0508,-0.0083,-0.0052
382,16TAKI1,2/9/2016,2016,303.8,303.97,114.86,68.5,273.25,22,20,1,Y,Inja,Artificial,Takihin,Parent,2,2015,1,N,4,,816,139,104,-0.03,-0.0375,-0.0092
383,16HONS1,2/12/2016,2016,269.6,278.6,102.65,69.37,250.44,26,26,1,Y,Oneia,Artificial,Honsi,Artificial,10,2015,1,N,7,,819,57,50,0.0549,-0.0508,-0.0077
384,16KSEN1,2/19/2016,2016,319.2,317.36,115,69.95,285.29,23,23,1,Y,Xopoy,Artificial,Ksen,Artificial,19,2015,1,N,3,,824,94,92,-0.0226,0.0161,-0.0364
385,16PIRU1,2/19/2016,2016,296.8,308.51,107,71.5,277.33,26,32,1,Y,Tumusai,Artificial,Piru,Artificial,23,2015,1,N,7,,823,34,53,0,0.0161,-0.0339
386,16KITS1,2/21/2016,2016,306.2,310.85,110.89,70.5,279.43,13,25,1,Y,George,Artificial,Kitsuk,Artificial,8,2015,1,N,1,,825,69,309,-0.0226,0.0046,-0.01
387,16SIXU1,2/22/2016,2016,299.6,300.29,105.68,70.98,269.94,14,19,1,Y,Yulpok,Artificial,Sixut,Artificial,2,2015,1,N,1,,826,166,282,-0.0083,-0.0077,0.0346
388,16HOY1,2/23/2016,2016,NA,NA,NA,NA,NA,27,23,1,Y,Kaduku,Parent,Hoy,Artificial,15,2015,1,N,1,,827,97,48,0.004,0.0525,0.0708
389,16HUYA1,2/27/2016,2016,287.8,289.96,113.51,67.3,260.66,22,23,1,Y,Antop,Artificial,Huya,Artificial,10,2015,1,N,2,,834,88,99,0.0549,0.0525,0.1113
390,16LIKU1,2/27/2016,2016,NA,NA,NA,NA,NA,23,23,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,19,2015,1,N,6,,NA,96,83,-0.0591,0.0023,0.036
391,16CHUH1,3/3/2016,2016,301.5,311.76,115,69.33,280.25,27,26,1,Y,Shasta,Artificial,Chuhlna,Artificial,11,2015,1,N,4,,836,51,47,-0.0508,-0.0316,-0.0179
392,16TENE1,3/6/2016,2016,61.4,61.39,60.8,42.31,55.18,20,25,1,N,137,Artificial,Teneiya,Artificial,2,2015,0,N,1,,NA,70,137,-0.0226,-0.0591,0.0329
393,16SULK1,3/9/2016,2016,300.1,293.86,106,70.11,264.16,25,23,1,Y,O-Tum,Artificial,Sulkuw,Artificial,10,2015,1,N,2,,837,93,62,-0.0508,0.0549,-0.0077
394,16TOWA1,3/25/2016,2016,235.5,238.61,104,63.78,214.49,23,27,1,N,Kuhu,Artificial,Towasinah,Artificial,10,2015,1,N,7,,NA,49,91,-0.0508,-0.0083,-0.0052
395,16LIKU2,3/26/2016,2016,270.7,272.44,103.7,68.25,244.9,23,23,2,Y,Wishtoyo,Artificial,Likuyi,Artificial,19,2015,1,N,6,,840,96,83,-0.0591,0.0023,0.036
396,16TAKI2,3/31/2016,2016,292.3,287.39,110.2,68,258.35,22,20,2,Y,Inja,Artificial,Takihin,Parent,2,2015,1,N,4,,NA,139,104,-0.03,-0.0375,-0.0092
397,16KSEN2,4/10/2016,2016,299.4,299.45,112.46,68.71,269.18,23,23,2,Y,Xopoy,Artificial,Ksen,Artificial,19,2015,1,N,3,,844,94,92,-0.0226,0.0161,-0.0364
398,17PIRU1,2/15/2017,2017,266.4,274.81,102.55,68.93,247.04,27,33,1,Y,Tumusai,Artificial,Piru,Artificial,24,2016,1,N,7,,863,34,53,0,0.0161,-0.0339
399,17SIXU1,2/18/2017,2017,311.8,313.42,108.7,71.5,281.74,15,20,1,Y,Yulpok,Artificial,Sixut,Artificial,3,2016,1,N,1,,868,166,282,-0.0083,-0.0077,0.0346
400,17TAKI1,2/20/2017,2017,300.3,299.33,113.97,68.24,269.08,23,21,1,Y,Inja,Artificial,Takihin,Parent,3,2016,2,Y,5,,869,139,104,-0.03,-0.0375,-0.0092
401,17HONS1,2/21/2017,2017,270.3,275.07,102.5,68.98,247.27,27,27,1,Y,Oneia,Artificial,Honsi,Artificial,11,2016,1,N,7,,870,57,50,0.0549,-0.0508,-0.0077
403,17HUYA1,2/22/2017,2017,282.3,288.78,113.25,67.24,259.6,23,24,1,Y,Antop,Artificial,Huya,Artificial,11,2016,1,N,2,,872,88,99,0.0549,0.0525,0.1113
402,17HOY1,2/22/2017,2017,280.4,274.05,98.46,70.25,246.35,28,24,1,Y,Kaduku,Parent,Hoy,Artificial,16,2016,1,N,1,,NA,97,48,0.004,0.0525,0.0708
404,17KARE1,2/24/2017,2017,293.5,294.24,111.51,68.4,264.51,25,27,1,Y,Tapu,Parent,Kareya,Artificial,23,2016,0,N,1,,873,56,71,0.0525,-0.0316,0.05
405,17CHUH1,2/25/2017,2017,301.9,303.97,112.29,69.28,273.25,28,27,1,Y,Shasta,Artificial,Chuhlna,Artificial,12,2016,1,N,4,,874,51,47,-0.0508,-0.0316,-0.0179
406,17KSEN1,3/4/2017,2017,314,311.05,113.49,69.71,279.61,24,24,1,Y,Xopoy,Artificial,Ksen,Artificial,20,2016,2,Y,4,,875,94,92,-0.0226,0.0161,-0.0364
407,17TENE1,3/7/2017,2017,237,239.64,102.13,64.5,215.42,21,26,1,Y,137,Artificial,Teneiya,Artificial,3,2016,1,N,1,,876,70,137,-0.0226,-0.0591,0.0329
408,17TOWA1,3/9/2017,2017,297.3,300.34,115.47,67.91,269.99,24,28,1,Y,Kuhu,Artificial,Towasinah,Artificial,11,2016,1,N,7,,881,49,91,-0.0508,-0.0083,-0.0052
409,17SULK1,3/17/2017,2017,NA,NA,NA,NA,NA,26,24,1,NA,O-Tum,Artificial,Sulkuw,Artificial,11,2016,1,N,2,,NA,93,62,-0.0508,0.0549,-0.0077
410,17SIXU2,3/24/2017,2017,277.6,277.37,104.23,68.69,249.34,15,20,2,Y,Yulpok,Artificial,Sixut,Artificial,3,2016,1,N,1,,885,166,282,-0.0083,-0.0077,0.0346
411,17HONS2,3/31/2017,2017,253.9,256.8,99.49,67.65,230.85,27,27,2,Y,Oneia,Artificial,Honsi,Artificial,11,2016,1,N,7,,887,57,50,0.0549,-0.0508,-0.0077
412,17PIRU2,4/1/2017,2017,275.9,288.83,106.42,69.37,259.64,27,33,2,Y,Tumusai,Artificial,Piru,Artificial,24,2016,1,N,7,,886,34,53,0,0.0161,-0.0339
413,17CHUH2,4/3/2017,2017,278.4,272.17,106.99,67.16,244.67,28,27,2,Y,Shasta,Artificial,Chuhlna,Artificial,12,2016,1,N,4,,890,51,47,-0.0508,-0.0316,-0.0179
414,17LIKU1,4/3/2017,2017,272.5,272.86,106.34,67.45,245.28,24,24,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,20,2016,2,Y,7,,889,96,83,-0.0591,0.0023,0.036
415,17SULK2,4/20/2017,2017,289.1,288.2,111.69,67.64,259.08,26,24,2,Y,O-Tum,Artificial,Sulkuw,Artificial,11,2016,1,N,2,,894,93,62,-0.0508,0.0549,-0.0077
416,18TAKI1,2/11/2018,2018,305,NA,NA,NA,NA,24,22,1,Y,Inja,Artificial,Takihin,Parent,4,2017,1,N,5,,917,139,104,-0.03,-0.0375,-0.0092
417,18HONS1,2/13/2018,2018,248.4,254.72,101,66.87,228.98,28,28,1,Y,Oneia,Artificial,Honsi,Artificial,12,2017,2,Y,8,,918,57,50,0.0549,-0.0508,-0.0077
418,18ROTC1,2/13/2018,2018,280.3,281.59,110.07,67.35,253.13,8,27,1,N,571,Parent,Rotciwi,Artificial,2,2017,0,N,1,,NA,59,571,0.0161,-0.0097,0.0058
419,18HOY1,2/17/2018,2018,224.3,274.3,98.13,70.4,246.58,29,25,1,N,Kaduku,Parent,Hoy,Artificial,17,2017,1,N,1,,NA,97,48,0.004,0.0525,0.0708
420,18KSEN1,2/24/2018,2018,304.1,296.72,110.5,69,266.73,25,25,1,Y,Xopoy,Artificial,Ksen,Artificial,21,2017,1,N,4,,928,94,92,-0.0226,0.0161,-0.0364
421,18SIXU1,2/24/2018,2018,298,292.97,104.69,70.44,263.36,16,21,1,Y,Yulpok,Artificial,Sixut,Artificial,4,2017,2,Y,2,,929,166,282,-0.0083,-0.0077,0.0346
422,18HOSI1,2/28/2018,2018,268.5,265.9,105.34,66.9,239.03,8,25,1,Y,580,Parent,Hosima,Parent,2,2017,0,N,4,,930,84,580,0.0023,0.0197,0.0217
423,18TOWA1,2/28/2018,2018,284.3,295.81,115.25,67.46,265.91,25,29,1,N,Kuhu,Artificial,Towasinah,Artificial,12,2017,1,N,7,,NA,49,91,-0.0508,-0.0083,-0.0052
424,18KITS1,3/2/2018,2018,306.2,310.14,112.77,69.83,278.8,15,27,1,Y,George,Artificial,Kitsuk,Artificial,10,2017,0,N,1,,934,69,309,-0.0226,0.0046,-0.01
425,18PIRU1,3/4/2018,2018,290.8,299.87,106.1,70.79,269.57,28,34,1,Y,Tumusai,Artificial,Piru,Artificial,25,2017,2,Y,8,,935,34,53,0,0.0161,-0.0339
426,18LIKU1,3/5/2018,2018,NA,NA,NA,NA,NA,25,25,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,21,2017,1,N,7,,NA,96,83,-0.0591,0.0023,0.036
427,18CHUH1,3/12/2018,2018,287,291.16,113.54,67.43,261.74,29,28,1,Y,Shasta,Artificial,Chuhlna,Artificial,13,2017,2,Y,5,,940,51,47,-0.0508,-0.0316,-0.0179
428,18KARE1,3/15/2018,2018,295.2,291.32,111.64,68.02,261.88,NA,28,1,NA,NA,NA,Kareya,Artificial,NA,2017,1,N,1,,NA,56,NA,0.0525,NA,NA
429,18TAKI2,3/20/2018,2018,286,286.05,114.31,66.61,257.14,24,22,2,Y,Inja,Artificial,Takihin,Parent,4,2017,1,N,5,,942,139,104,-0.03,-0.0375,-0.0092
430,18SULK1,4/1/2018,2018,295.2,289.37,109.44,68.47,260.13,27,25,1,Y,O-Tum,Artificial,Sulkuw,Artificial,12,2017,2,Y,3,,944,93,62,-0.0508,0.0549,-0.0077
431,18HOY2,4/2/2018,2018,279.2,276.16,101.34,69.51,248.25,29,25,2,Y,Kaduku,Parent,Hoy,Artificial,17,2017,1,N,1,,947,97,48,0.004,0.0525,0.0708
432,18LIKU2,4/4/2018,2018,249.7,264.81,101.63,67.97,238.05,25,25,2,Y,Wishtoyo,Artificial,Likuyi,Artificial,21,2017,1,N,7,,945,96,83,-0.0591,0.0023,0.036
433,18TOWA2,4/7/2018,2018,275,276.15,114.58,65.37,248.24,25,29,2,Y,Kuhu,Artificial,Towasinah,Artificial,12,2017,1,N,7,,948,49,91,-0.0508,-0.0083,-0.0052
434,18CHUH2,4/20/2018,2018,276.8,277.09,113.06,65.92,249.09,29,28,2,Y,Shasta,Artificial,Chuhlna,Artificial,13,2017,2,Y,5,,951,51,47,-0.0508,-0.0316,-0.0179
435,18KSEN2,4/23/2018,2018,255.4,317.48,112.36,70.78,285.39,25,25,2,Y,Xopoy,Artificial,Ksen,Artificial,21,2017,1,N,4,,NA,94,92,-0.0226,0.0161,-0.0364
436,19TAKI1,2/5/2019,2019,295.1,296.51,115.25,67.54,266.55,25,23,1,Y,Inja,Artificial,Takihin,Parent,5,2018,2,Y,6,,971,139,104,-0.03,-0.0375,-0.0092
437,19HOSI1,2/12/2019,2019,267.7,268.42,99.5,69.16,241.29,9,26,1,Y,580,Parent,Hosima,Parent,3,2018,1,N,4,,972,84,580,0.0023,0.0197,0.0217
438,19HONS1,2/13/2019,2019,264.4,273.36,104.39,68.14,245.74,29,29,1,Y,Oneia,Artificial,Honsi,Artificial,13,2018,1,N,8,,973,57,50,0.0549,-0.0508,-0.0077
439,19SIXU1,2/14/2019,2019,304.4,303.73,104.52,71.78,273.03,17,22,1,Y,Yulpok,Artificial,Sixut,Artificial,5,2018,1,N,2,,977,166,282,-0.0083,-0.0077,0.0346
440,19KITS1,2/19/2019,2019,304.5,301.43,111.93,69.1,270.96,16,28,1,Y,George,Artificial,Kitsuk,Artificial,11,2018,1,N,1,,974,69,309,-0.0226,0.0046,-0.01
441,19KSEN1,2/20/2019,2019,307,300.78,113.06,68.68,270.38,26,26,1,N,Xopoy,Artificial,Ksen,Artificial,22,2018,2,Y,5,,NA,94,92,-0.0226,0.0161,-0.0364
442,19ROTC1,2/21/2019,2019,284.2,287,106.85,69.01,257.99,9,28,1,N,571,Parent,Rotciwi,Artificial,3,2018,1,N,1,,NA,59,571,0.0161,-0.0097,0.0058
443,19PIRU1,2/24/2019,2019,292.3,300.53,109.84,69.65,270.15,29,35,1,Y,Tumusai,Artificial,Piru,Artificial,26,2018,1,N,8,,981,34,53,0,0.0161,-0.0339
444,19HOY1,2/25/2019,2019,NA,NA,NA,NA,NA,30,26,1,Y,Kaduku,Parent,Hoy,Artificial,18,2018,2,Y,2,,982,97,48,0.004,0.0525,0.0708
445,19HUYA1,2/27/2019,2019,292.4,294.7,114.14,67.66,264.92,33,26,1,Y,Nojoqui,Parent,Huya,Artificial,2,2018,0,N,2,,983,88,44,0.0549,-0.0333,0.0187
446,19LIKU1,3/4/2019,2019,NA,NA,NA,NA,NA,26,26,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,22,2018,2,Y,8,,NA,96,83,-0.0591,0.0023,0.036
447,19TOWA1,3/8/2019,2019,282.9,284.47,115.02,66.22,255.72,26,30,1,Y,Kuhu,Artificial,Towasinah,Artificial,13,2018,2,Y,8,,987,49,91,-0.0508,-0.0083,-0.0052
448,19TENE1,3/10/2019,2019,217.1,218.1,98.49,62.66,196.06,23,28,1,Y,137,Artificial,Teneiya,Artificial,5,2018,0,N,1,,988,70,137,-0.0226,-0.0591,0.0329
449,19KARE1,3/12/2019,2019,285.8,287.07,108.73,68.42,258.06,NA,29,1,NA,NA,NA,Kareya,Artificial,NA,2018,1,N,1,,NA,56,NA,0.0525,NA,NA
450,19CHUH1,3/17/2019,2019,296.8,289.92,105.75,69.72,260.62,30,29,1,Y,Shasta,Artificial,Chuhlna,Artificial,14,2018,2,Y,6,,990,51,47,-0.0508,-0.0316,-0.0179
451,19SULK1,3/23/2019,2019,303.8,302.3,108.3,70.35,271.75,28,26,1,Y,O-Tum,Artificial,Sulkuw,Artificial,13,2018,1,N,3,,995,93,62,-0.0508,0.0549,-0.0077
452,20ROTC1,2/6/2020,2020,285.2,285.09,104.71,69.48,256.28,10,29,1,N,571,Parent,Rotciwi,Artificial,4,2019,1,N,1,,NA,59,571,0.0161,-0.0097,0.0058
453,20HUYA1,2/12/2020,2020,280.6,286.69,111.83,67.42,257.72,34,27,1,Y,Nojoqui,Parent,Huya,Artificial,3,2019,1,N,2,,1018,88,44,0.0549,-0.0333,0.0187
454,20HOSI1,2/13/2020,2020,263.2,259.36,101.62,67.27,233.15,10,27,1,Y,580,Parent,Hosima,Parent,4,2019,1,N,4,,1019,84,580,0.0023,0.0197,0.0217
455,20TAKI1,2/15/2020,2020,306.6,307.07,113.63,69.22,276.04,26,24,1,Y,Inja,Artificial,Takihin,Parent,6,2019,1,N,6,,1020,139,104,-0.03,-0.0375,-0.0092
456,20SIXU1,2/22/2020,2020,301.1,293.87,105.55,70.26,264.17,18,23,1,Y,Yulpok,Artificial,Sixut,Artificial,6,2019,1,N,2,,1026,166,282,-0.0083,-0.0077,0.0346
457,20KSEN1,2/23/2020,2020,288.9,288.08,110.92,67.86,258.97,27,27,1,Y,Xopoy,Artificial,Ksen,Artificial,23,2019,1,N,5,,1025,94,92,-0.0226,0.0161,-0.0364
458,20TENE1,3/8/2020,2020,230.1,235.92,98.43,65.19,212.08,24,29,1,Y,137,Artificial,Teneiya,Artificial,6,2019,1,N,1,,1032,70,137,-0.0226,-0.0591,0.0329
459,20TOWA1,3/13/2020,2020,297.1,300.53,115.51,67.92,270.16,27,31,1,Y,Kuhu,Artificial,Towasinah,Artificial,14,2019,1,N,8,,1036,49,91,-0.0508,-0.0083,-0.0052
460,20ROTC2,3/18/2020,2020,276.3,282.76,106.97,68.46,254.18,10,29,2,N,571,Parent,Rotciwi,Artificial,4,2019,1,N,1,,NA,59,571,0.0161,-0.0097,0.0058
461,20TAKI2,3/20/2020,2020,288.4,292.02,115.48,66.96,262.51,26,24,2,Y,Inja,Artificial,Takihin,Parent,6,2019,1,N,6,,1041,139,104,-0.03,-0.0375,-0.0092
462,20PIRU1,3/26/2020,2020,288,298.23,106.54,70.45,268.09,30,36,1,Y,Tumusai,Artificial,Piru,Artificial,27,2019,1,N,8,,1044,34,53,0,0.0161,-0.0339
463,20KSEN2,3/29/2020,2020,288.9,288.95,111.32,67.84,259.75,27,27,2,Y,Xopoy,Artificial,Ksen,Artificial,23,2019,1,N,5,,1045,94,92,-0.0226,0.0161,-0.0364
464,20CACH1,4/1/2020,2020,237.9,246.97,108.87,63.42,222.01,28,37,1,N,Tapu,Parent,Cachuma,Parent,1,2019,NA,N,7,,NA,31,71,0,-0.0316,0.021
465,21HOSI1,2/7/2021,2021,268.7,261.07,103.3,66.94,234.68,11,28,1,Y,580,Parent,Hosima,Parent,5,2020,1,N,4,,1070,84,580,0.0023,0.0197,0.0217
466,21HUYA1,2/9/2021,2021,288.4,290.52,113.09,67.49,261.16,35,28,1,Y,Nojoqui,Parent,Huya,Artificial,4,2020,1,N,2,,1073,88,44,0.0549,-0.0333,0.0187
467,21PIRU1,2/19/2021,2021,278.8,282.96,102.36,70.01,254.37,31,37,1,Y,Tumusai,Artificial,Piru,Artificial,28,2020,1,N,8,,1080,34,53,0,0.0161,-0.0339
468,21SIXU1,2/21/2021,2021,297.1,289.77,102.7,70.73,260.49,19,24,1,Y,Yulpok,Artificial,Sixut,Artificial,7,2020,1,N,2,,1081,166,282,-0.0083,-0.0077,0.0346
470,21KSEN1,2/23/2021,2021,307.6,298.47,111.09,69.02,268.31,28,28,1,Y,Xopoy,Artificial,Ksen,Artificial,24,2020,2,Y,6,,1083,94,92,-0.0226,0.0161,-0.0364
469,21KITS1,2/23/2021,2021,297.1,310.22,110.54,70.54,278.87,16,30,1,Y,385,Parent,Kitsuk,Artificial,2,2020,0,N,1,,1082,69,385,-0.0226,0.0062,-0.0157
471,21TAKI1,2/24/2021,2021,300.2,302.21,113.5,68.71,271.67,27,25,1,Y,Inja,Artificial,Takihin,Parent,7,2020,2,Y,7,,1086,139,104,-0.03,-0.0375,-0.0092
472,21HONS1,2/26/2021,2021,259,264.79,97.73,69.31,238.03,18,31,1,N,George,Artificial,Honsi,Artificial,1,2020,NA,N,8,,NA,57,309,0.0549,0.0046,0.0495
473,21CACH1,3/4/2021,2021,232.6,241.64,103.56,64.32,217.22,29,38,1,Y,Tapu,Parent,Cachuma,Parent,2,2020,1,N,7,,1091,31,71,0,-0.0316,0.021
474,21HOY1,3/8/2021,2021,274,272.5,103.33,68.38,244.96,25,28,1,N,Mali,Artificial,Hoy,Artificial,2,2020,0,N,2,,NA,97,145,0.004,0.0161,0.0382
475,21KSEN2,4/3/2021,2021,291.4,289.09,111.21,67.89,259.87,28,28,2,Y,Xopoy,Artificial,Ksen,Artificial,24,2020,2,Y,6,,1108,94,92,-0.0226,0.0161,-0.0364
476,21HONS2,4/7/2021,2021,255.3,264.03,100.06,68.4,237.35,18,31,2,Y,George,Artificial,Honsi,Artificial,1,2020,NA,N,8,,1109,57,309,0.0549,0.0046,0.0495
477,21TENE1,4/20/2021,2021,228,227.38,106.35,61.57,204.4,25,30,1,N,137,Artificial,Teneiya,Artificial,7,2020,1,N,1,,NA,70,137,-0.0226,-0.0591,0.0329
478,22HUYA1,2/9/2022,2022,283.1,284.16,110.35,67.57,255.44,36,29,1,Y,Nojoqui,Parent,Huya,Artificial,5,2021,1,N,2,,1130,88,44,0.0549,-0.0333,0.0187
479,22SIXU1,2/13/2022,2022,304.2,305.24,106.46,71.3,274.39,20,25,1,Y,Yulpok,Artificial,Sixut,Artificial,8,2021,1,N,2,,1132,166,282,-0.0083,-0.0077,0.0346
480,22HOSI1,2/14/2022,2022,266.3,263.25,102.96,67.33,236.64,12,29,1,Y,580,Parent,Hosima,Parent,6,2021,1,N,4,,1133,84,580,0.0023,0.0197,0.0217
481,22CHUH1,2/19/2022,2022,292.9,286.66,113.63,66.88,257.69,29,32,1,Y,Wishtoyo,Artificial,Chuhlna,Artificial,2,2021,0,N,6,,1134,51,83,-0.0508,0.0023,0.0437
482,22HONS1,2/20/2022,2022,265.7,268.05,101.2,68.53,240.96,19,32,1,N,George,Artificial,Honsi,Artificial,2,2021,2,Y,9,,NA,57,309,0.0549,0.0046,0.0495
483,22ITAX1,2/27/2022,2022,312.2,313.73,103.87,73.18,282.02,31,26,1,Y,Pawoco,Artificial,Itaxmay,Artificial,1,2021,3,Y,NA,,NA,141,60,-0.0083,0.0525,0.0417
484,22ROTC1,3/4/2022,2022,293.1,297.93,103.91,71.3,267.82,39,31,1,Y,Cuyama,Parent,Rotciwi,Artificial,1,2021,0,N,2,,NA,59,27,0.0161,0,0.0551
485,22CACH1,3/6/2022,2022,229.7,237.22,99.92,64.88,213.25,30,39,1,Y,Tapu,Parent,Cachuma,Parent,3,2021,1,N,7,,NA,31,71,0,-0.0316,0.021
486,22KITS1,3/6/2022,2022,294.6,292.54,112.24,67.98,262.98,17,31,1,Y,385,Parent,Kitsuk,Artificial,3,2021,1,N,1,,1143,69,385,-0.0226,0.0062,-0.0157
487,22KSEN1,3/6/2022,2022,286.8,285.6,109.03,68.15,256.74,29,29,1,Y,Xopoy,Artificial,Ksen,Artificial,25,2021,2,Y,7,,1142,94,92,-0.0226,0.0161,-0.0364
488,22TOWA1,3/8/2022,2022,286.4,NA,NA,NA,NA,29,33,1,Y,Kuhu,Artificial,Towasinah,Artificial,16,2021,0,N,8,,1147,49,91,-0.0508,-0.0083,-0.0052
489,22HOY1,3/12/2022,2022,265.5,259.84,96.88,68.96,233.58,26,29,1,Y,Mali,Artificial,Hoy,Artificial,3,2021,1,N,2,,1149,97,145,0.004,0.0161,0.0382
490,22PIRU1,3/21/2022,2022,261.6,268.52,107.11,66.67,241.38,32,38,1,Y,Tumusai,Artificial,Piru,Artificial,29,2021,1,N,8,,1157,34,53,0,0.0161,-0.0339
491,22HONS2,3/25/2022,2022,247.1,250.84,99.61,66.82,225.49,19,32,2,Y,George,Artificial,Honsi,Artificial,2,2021,2,Y,9,,1167,57,309,0.0549,0.0046,0.0495
492,22HOSI2,3/29/2022,2022,248.5,249.11,105.22,64.79,223.94,12,29,2,Y,580,Parent,Hosima,Parent,6,2021,1,N,4,,1168,84,580,0.0023,0.0197,0.0217
